偏移	大小	类型	字符串
001c0ee3	0100	A	pressed_pair<std::__hash_node_base<std::__hash_node<unsigned long long, void *> *>, std::allocator<std::__hash_node<unsigned long long, void *>>>="__value_"{__hash_node_base<std::__hash_node<unsigned long long, void *> *>="__next_"^v}}"__p2_"{__compressed_
001c0fe4	90	A	air<unsigned long, std::hash<unsigned long long>>="__value_"Q}"__p3_"{__compressed_pair<float, std::equal_to<unsigned long long>>="__value_"f}}}
001c1075	cc	A	{vector<InputBinding, std::allocator<InputBinding>>="__begin_"^{InputBinding}"__end_"^{InputBinding}"__end_cap_"{__compressed_pair<InputBinding *, std::allocator<InputBinding>>="__value_"^{InputBinding}}}
001c1142	24	A	{?="timeCol"C"threadCol"C"nameCol"C}
001c1167	1e	A	{?="timeCol"C"threadNameCol"C}
001c1186	1c	A	@"NSMutableAttributedString"
001c11a3	0a	A	Q24@0:8Q16
001c11ae	0d	A	v32@0:8Q16Q24
001c11bc	0100	A	{unordered_map<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::
001c12bd	0100	A	llocator<std::pair<const unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>>>="__table_"{__hash_table<std::__hash_value_type<unsigned lon
001c13be	0100	A	 long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, std::__unordered_map_hasher<unsigned long long, std::__hash_value_type<unsigned long long, std::pa
001c14bf	0100	A	r<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, std::hash<unsigned long long>, std::equal_to<unsigned long long>, true>, std::__unordered_map_equal<unsigned long
001c15c0	0100	A	long, std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, std::equal_to<unsigned long long>, std::hash<unsigned lo
001c16c1	0100	A	g long>, true>, std::allocator<std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>>>="__bucket_list_"{unique_ptr<st
001c17c2	0100	A	::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, void *> *> *[], std::__buc
001c18c3	0100	A	et_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long
001c19c4	0100	A	long>>>>>, void *> *> *>>>="__ptr_"{__compressed_pair<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::gr
001c1ac5	0100	A	ater<unsigned long long>>>>>, void *> *> **, std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std
001c1bc6	0100	A	:vector<unsigned long long>, std::greater<unsigned long long>>>>>, void *> *> *>>>="__value_"^^v"__value_"{__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned long long, std::pair<unsigned int, st
001c1cc7	0100	A	::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, void *> *> *>>="__data_"{__compressed_pair<unsigned long, std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_ty
001c1dc8	0100	A	e<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, void *> *> *>>="__value_"Q}}}}"__p1_"{__compressed_pair<std::__hash_node_base<std::
001c1ec9	0100	A	_hash_node<std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, void *> *>, std::allocator<std::__hash_node<std::__
001c1fca	0100	A	ash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, void *>>>="__value_"{__hash_node_base<std::__hash_node<std::__hash_val
001c20cb	0100	A	e_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, void *> *>="__next_"^v}}"__p2_"{__compressed_pair<unsigned long, std::__unorde
001c21cc	0100	A	ed_map_hasher<unsigned long long, std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long long, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, std::hash<unsigned long long
001c22cd	0100	A	, std::equal_to<unsigned long long>, true>>="__value_"Q}"__p3_"{__compressed_pair<float, std::__unordered_map_equal<unsigned long long, std::__hash_value_type<unsigned long long, std::pair<unsigned int, std::shared_ptr<std::priority_queue<unsigned long lon
001c23ce	a0	A	, std::vector<unsigned long long>, std::greater<unsigned long long>>>>>, std::equal_to<unsigned long long>, std::hash<unsigned long long>, true>>="__value_"f}}}
001c246f	30	A	v24@0:8@"XRAnalysisCoreModelerBindingSolution"16
001c24a0	10	A	@40@0:8@16Q24@32
001c24b1	1a	A	@"XRAnalysisCoreTableSpec"
001c24cc	10	A	@36@0:8@16@24i32
001c24dd	0d	A	v28@0:8@16c24
001c24eb	0b	A	I24@0:8@?16
001c24f7	11	A	v32@0:8I16I20@?24
001c2509	12	A	v36@0:8^I16I24@?28
001c251c	0a	A	c20@0:8I16
001c2527	0d	A	I28@0:8Q16c24
001c2535	9e	A	{XRStorageManagerLock="_lock"{_opaque_pthread_mutex_t="__sig"q"__opaque"[56c]}"_cond"{_opaque_pthread_cond_t="__sig"q"__opaque"[40c]}"_readers"i"_hasWriter"c}
001c25d4	0100	A	{_XRStorageManagerAccess="_reuseMap"^v"_reuseIdentifiers"^v"_pool"{XRVMPagePool="_vptr$XRSpatialIndexPagePool"^^?"_writable"B"_trimmed"B"_pagesInSuperPage"I"_mappableFilePath"@"NSURL""_offset"q"_pageSize"Q"_pagesRetained"{atomic<int>="__a_"{__cxx_atomic_im
001c26d5	0100	A	l<int, std::__cxx_atomic_base_impl<int>>="__a_value"Ai}}"_pageCount"I"_mappings"{deque<std::pair<char *, unsigned long>, std::allocator<std::pair<char *, unsigned long>>>="__map_"{__split_buffer<std::pair<char *, unsigned long> *, std::allocator<std::pair<
001c27d6	0100	A	har *, unsigned long> *>>="__first_"^^v"__begin_"^^v"__end_"^^v"__end_cap_"{__compressed_pair<std::pair<char *, unsigned long> **, std::allocator<std::pair<char *, unsigned long> *>>="__value_"^^v}}"__start_"Q"__size_"{__compressed_pair<unsigned long, std:
001c28d7	0100	A	allocator<std::pair<char *, unsigned long>>>="__value_"Q}}}"_storageHeader"{XRStorageHeader="magic"I"version"I"header_size"I"_data_start"I"_event_size"I"_chunk_size"I"events_per_chunk"I"data_end"q}"_typeActions"{XREventTypeActions="typeClass"#"fieldOffsets
001c29d8	92	A	^I"initCount"I"preorders"^^I"initializers"^@?}"_substitutions"@"XRDescriptorSubstitutions""_nextEventIdentifier"I"_monotonicNextEventIdentifier"I}
001c2a6b	14	A	@"XREventDescriptor"
001c2a80	36	A	c48@0:8r^v16^{XRAnalysisCoreReadCursor=^^?I}24@32^Ac40
001c2ab7	0f	A	v32@0:8r^v16@24
001c2ac7	22	A	@88@0:8@16@24@32@40@48@56@64@72@80
001c2aea	0d	A	v28@0:8@16I24
001c2af8	08	A	@"NSSet"
001c2b01	0100	A	{XRCLIPSBlackboardEngine="_vptr$XRCLIPS"^^?"_env"^{environmentData}"_strongAddressType"I"_subclassContext"^v"_delegate"@"NSObject""_issueResponder"@"<XRIssueResponder>""_consoleNameRegex"{?="re_magic"i"re_nsub"Q"re_endp"*"re_g"^{re_guts}}"_dumpStringRegex"
001c2c02	0100	A	?="re_magic"i"re_nsub"Q"re_endp"*"re_g"^{re_guts}}"_dumpedString"@"NSMutableString""_consoleContents"@"NSMutableAttributedString""_currentCommand"@"NSString""_commandStringLoc"Q"_clipsHeldObjects"{unordered_set<void *, std::hash<void *>, std::equal_to<void
001c2d03	0100	A	*>, std::allocator<void *>>="__table_"{__hash_table<void *, std::hash<void *>, std::equal_to<void *>, std::allocator<void *>>="__bucket_list_"{unique_ptr<std::__hash_node_base<std::__hash_node<void *, void *> *> *[], std::__bucket_list_deallocator<std::all
001c2e04	0100	A	cator<std::__hash_node_base<std::__hash_node<void *, void *> *> *>>>="__ptr_"{__compressed_pair<std::__hash_node_base<std::__hash_node<void *, void *> *> **, std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<void *, void 
001c2f05	0100	A	> *> *>>>="__value_"^^v"__value_"{__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<void *, void *> *> *>>="__data_"{__compressed_pair<unsigned long, std::allocator<std::__hash_node_base<std::__hash_node<void *, void *> *> *>>
001c3006	0100	A	"__value_"Q}}}}"__p1_"{__compressed_pair<std::__hash_node_base<std::__hash_node<void *, void *> *>, std::allocator<std::__hash_node<void *, void *>>>="__value_"{__hash_node_base<std::__hash_node<void *, void *> *>="__next_"^v}}"__p2_"{__compressed_pair<uns
001c3107	0100	A	gned long, std::hash<void *>>="__value_"Q}"__p3_"{__compressed_pair<float, std::equal_to<void *>>="__value_"f}}}"_threadStateConstants"[12^{clipsLexeme}]"_currentBindings"^{XRAnalysisCoreTableBindings}"_writeCursor"^{XRAnalysisCoreWriteCursor}"_currentTabl
001c3208	0100	A	ID"I"_columnMapsByTableID"{unordered_map<unsigned int, std::unordered_map<unsigned long, unsigned char>, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<const unsigned int, std::unordered_map<unsigned long, unsigned char>>>>=
001c3309	0100	A	__table_"{__hash_table<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, std::__unordered_map_hasher<unsigned int, std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, std::hash<unsig
001c340a	0100	A	ed int>, std::equal_to<unsigned int>, true>, std::__unordered_map_equal<unsigned int, std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, std::equal_to<unsigned int>, std::hash<unsigned int>, true>, std::allocator<std::_
001c350b	0100	A	hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>>>="__bucket_list_"{unique_ptr<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, void *> *> *[], std
001c360c	0100	A	:__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, void *> *> *>>>="__ptr_"{__compressed_pair<std::__hash_node_base<std::__hash_node<std::
001c370d	0100	A	_hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, void *> *> **, std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, uns
001c380e	0100	A	gned char>>, void *> *> *>>>="__value_"^^v"__value_"{__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, void *> *> *>>="__data_"{__compress
001c390f	0100	A	d_pair<unsigned long, std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, void *> *> *>>="__value_"Q}}}}"__p1_"{__compressed_pair<std::__hash_node_base<std::__hash_no
001c3a10	0100	A	e<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, void *> *>, std::allocator<std::__hash_node<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, void *>>>="__value_"{__hash_node_b
001c3b11	0100	A	se<std::__hash_node<std::__hash_value_type<unsigned int, std::unordered_map<unsigned long, unsigned char>>, void *> *>="__next_"^v}}"__p2_"{__compressed_pair<unsigned long, std::__unordered_map_hasher<unsigned int, std::__hash_value_type<unsigned int, std:
001c3c12	0100	A	unordered_map<unsigned long, unsigned char>>, std::hash<unsigned int>, std::equal_to<unsigned int>, true>>="__value_"Q}"__p3_"{__compressed_pair<float, std::__unordered_map_equal<unsigned int, std::__hash_value_type<unsigned int, std::unordered_map<unsigne
001c3d13	0100	A	 long, unsigned char>>, std::equal_to<unsigned int>, std::hash<unsigned int>, true>>="__value_"f}}}"_tableToXRBlackboardToSchemaBindings"{unordered_map<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>, std::hash<unsigned int>, std::equal_to<unsig
001c3e14	0100	A	ed int>, std::allocator<std::pair<const unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>>>="__table_"{__hash_table<std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, std::__unordered_map_hasher<unsigned int, std:
001c3f15	0100	A	__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, std::hash<unsigned int>, std::equal_to<unsigned int>, true>, std::__unordered_map_equal<unsigned int, std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBi
001c4016	0100	A	ding>>, std::equal_to<unsigned int>, std::hash<unsigned int>, true>, std::allocator<std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>>>="__bucket_list_"{unique_ptr<std::__hash_node_base<std::__hash_node<std::__hash_value_ty
001c4117	0100	A	e<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, void *> *> *[], std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, void *> 
001c4218	0100	A	> *>>>="__ptr_"{__compressed_pair<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, void *> *> **, std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node
001c4319	0100	A	std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, void *> *> *>>>="__value_"^^v"__value_"{__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unique_ptr
001c441a	0100	A	XRBlackboardToSchemaBinding>>, void *> *> *>>="__data_"{__compressed_pair<unsigned long, std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, void *> *> *>>="__value_"Q}}}
001c451b	0100	A	"__p1_"{__compressed_pair<std::__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, void *> *>, std::allocator<std::__hash_node<std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboa
001c461c	0100	A	dToSchemaBinding>>, void *>>>="__value_"{__hash_node_base<std::__hash_node<std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, void *> *>="__next_"^v}}"__p2_"{__compressed_pair<unsigned long, std::__unordered_map_hasher<unsi
001c471d	0100	A	ned int, std::__hash_value_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, std::hash<unsigned int>, std::equal_to<unsigned int>, true>>="__value_"Q}"__p3_"{__compressed_pair<float, std::__unordered_map_equal<unsigned int, std::__hash_valu
001c481e	0100	A	_type<unsigned int, std::unique_ptr<XRBlackboardToSchemaBinding>>, std::equal_to<unsigned int>, std::hash<unsigned int>, true>>="__value_"f}}}"_retainedCategories"{unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long
001c491f	0100	A	long>, std::allocator<unsigned long long>>="__table_"{__hash_table<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long>>="__bucket_list_"{unique_ptr<std::__hash_node_base<std::__hash_node<
001c4a20	0100	A	nsigned long long, void *> *> *[], std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<unsigned long long, void *> *> *>>>="__ptr_"{__compressed_pair<std::__hash_node_base<std::__hash_node<unsigned long long, void *> *> **,
001c4b21	0100	A	std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<unsigned long long, void *> *> *>>>="__value_"^^v"__value_"{__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<unsigned long long, void *> *> 
001c4c22	0100	A	>>="__data_"{__compressed_pair<unsigned long, std::allocator<std::__hash_node_base<std::__hash_node<unsigned long long, void *> *> *>>="__value_"Q}}}}"__p1_"{__compressed_pair<std::__hash_node_base<std::__hash_node<unsigned long long, void *> *>, std::allo
001c4d23	0100	A	ator<std::__hash_node<unsigned long long, void *>>>="__value_"{__hash_node_base<std::__hash_node<unsigned long long, void *> *>="__next_"^v}}"__p2_"{__compressed_pair<unsigned long, std::hash<unsigned long long>>="__value_"Q}"__p3_"{__compressed_pair<float
001c4e24	0100	A	 std::equal_to<unsigned long long>>="__value_"f}}}"_rowsCreated"Q"_rowsRead"Q"_invocation"@"XRAnalysisCoreFunctionInvocation""_cpCallstackFixUpToken"@"_faultTextSymbolToken"@"_reusableValue1"@"XRAnalysisCoreValue""_reusableValue2"@"XRAnalysisCoreValue""_re
001c4f25	0100	A	istry"{XRInternalObjectRegistry="_coreRegistry"@"<XRAnalysisCoreRegistry>""_sentinelSymbol"^{clipsLexeme}"_uint64ArrayIIDType"I"_typedArrayType"I"_structuredValueType"I"_env"^{environmentData}"_reusableVal"@"XRAnalysisCoreValue""_symbolNodesByIID"{vector<c
001c5026	0100	A	ipsLexeme *, std::allocator<clipsLexeme *>>="__begin_"^^{clipsLexeme}"__end_"^^{clipsLexeme}"__end_cap_"{__compressed_pair<clipsLexeme **, std::allocator<clipsLexeme *>>="__value_"^^{clipsLexeme}}}"_uniqueStructuredSignatures"{unordered_map<std::pair<XREng
001c5127	0100	A	neeringTypeID, unsigned long long>, std::unique_ptr<std::pair<XREngineeringTypeID, unsigned long long>>, std::hash<std::pair<XREngineeringTypeID, XRAnalysisCoreValueSignature>>, std::equal_to<std::pair<XREngineeringTypeID, unsigned long long>>, std::alloca
001c5228	0100	A	or<std::pair<const std::pair<XREngineeringTypeID, unsigned long long>, std::unique_ptr<std::pair<XREngineeringTypeID, unsigned long long>>>>>="__table_"{__hash_table<std::__hash_value_type<std::pair<XREngineeringTypeID, unsigned long long>, std::unique_ptr
001c5329	0100	A	std::pair<XREngineeringTypeID, unsigned long long>>>, std::__unordered_map_hasher<std::pair<XREngineeringTypeID, unsigned long long>, std::__hash_value_type<std::pair<XREngineeringTypeID, unsigned long long>, std::unique_ptr<std::pair<XREngineeringTypeID, 
001c542a	0100	A	nsigned long long>>>, std::hash<std::pair<XREngineeringTypeID, XRAnalysisCoreValueSignature>>, std::equal_to<std::pair<XREngineeringTypeID, unsigned long long>>, true>, std::__unordered_map_equal<std::pair<XREngineeringTypeID, unsigned long long>, std::__h
001c552b	0100	A	sh_value_type<std::pair<XREngineeringTypeID, unsigned long long>, std::unique_ptr<std::pair<XREngineeringTypeID, unsigned long long>>>, std::equal_to<std::pair<XREngineeringTypeID, unsigned long long>>, std::hash<std::pair<XREngineeringTypeID, XRAnalysisCo
001c562c	0100	A	eValueSignature>>, true>, std::allocator<std::__hash_value_type<std::pair<XREngineeringTypeID, unsigned long long>, std::unique_ptr<std::pair<XREngineeringTypeID, unsigned long long>>>>>="__bucket_list_"{unique_ptr<std::__hash_node_base<std::__hash_node<st
001c572d	0100	A	::__hash_value_type<std::pair<XREngineeringTypeID, unsigned long long>, std::unique_ptr<std::pair<XREngineeringTypeID, unsigned long long>>>, void *> *> *[], std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_v
001c582e	0100	A	lue_type<std::pair<XREngineeringTypeID, unsigned long long>, std::unique_ptr<std::pair<XREngineeringTypeID, unsigned long long>>>, void *> *> *>>>="__ptr_"{__compressed_pair<std::__hash_node_base<std::__hash_node<std::__hash_value_type<std::pair<XREngineer
001c592f	0100	A	ngTypeID, unsigned long long>, std::unique_ptr<std::pair<XREngineeringTypeID, unsigned long long>>>, void *> *> **, std::__bucket_list_deallocator<std::allocator<std::__hash_node_base<std::__hash_node<std::__hash_value_type<std::pair<XREngineeringTypeID, u
